RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_InitializingToRunning,1000,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_RunningToInterrupted,1001,Object
AssemblyType,1002,ObjectType
InstructionType,1003,ObjectType
ProductionJobType,1004,ObjectType
ProductionStateMachineType,1005,ObjectType
BaseMaterialType,1006,ObjectType
CuttingJobType,1007,ObjectType
AssemblyJobType,1008,ObjectType
ProcessingJobType,1009,ObjectType
GasMixType,1010,ObjectType
GlassType,1011,ObjectType
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_InterruptedToRunning,1012,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_RunningToAborted,1013,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_RunningToEnded,1014,Object
GlassMachineType,1015,ObjectType
SpacerType,1016,ObjectType
PackagingType,1017,ObjectType
SealingMaterialType,1018,ObjectType
FoilType,1019,ObjectType
GlassMachineIdentificationType,1020,ObjectType
ProductionType,1021,ObjectType
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_RunningToRunning,1022,Object
ProductionPlanType,1023,ObjectType
InitializingSubStateMachineType,1024,ObjectType
MaterialExitEventType,1025,ObjectType
MaterialRecivedEventType,1026,ObjectType
MaterialMissingEventType,1027,ObjectType
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_AbortedToInitializing,1028,Object
IntermediateStepEvent,1029,ObjectType
GlassEventType,1030,ObjectType
GlassMaterialEventType,1031,ObjectType
InterruptedEventType,1032,ObjectType
OpenSecurityFenceType,1033,ObjectType
ProcessParameterOutOfRangeType,1034,ObjectType
ToolMissingEventType,1035,ObjectType
OutOfJobEventType,1036,ObjectType
JobMovedEventType,1037,ObjectType
EmergencyButtonPressedEventType,1038,ObjectType
MotorTemperatureTooHighEventType,1039,ObjectType
CommunicationErrorEventType,1040,ObjectType
ManualFolderType,1041,ObjectType
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_EndedToInitializing,1042,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_InterruptedToAborted,1043,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_InitializingSubStateMachineType_IdleToQueued,1044,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_InitializingSubStateMachineType_QueuedToIdle,1045,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_InitializingSubStateMachineType_QueuedToReleased,1046,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_InitializingSubStateMachineType_ReleasedToQueued,1047,Object
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_InitializingToRunning_TransitionNumber,1048,Variable
RootFolder_TypesFolder_ObjectTypesFolder_BaseObjectType_StateMachineType_FiniteStateMachineType_ProductionStateMachineType_RunningToInterrupted_TransitionNumber,1049,Variable
