SercosDeviceType,1001,ObjectType
SercosProfileType,1002,ObjectType
SercosClassType,1003,ObjectType
SercosFunctionGroupType,1004,ObjectType
SercosParameterType,2001,VariableType
SercosDeviceType_ProfileSet,5001,Object
SercosDeviceType_ClassSet,5002,Object
SercosDeviceType_FunctionGroupSet,5003,Object
SercosDeviceType_ParameterSet,5007,Object
SercosParameterType_MaxValue,6001,Variable
SercosParameterType_MinValue,6002,Variable
SercosParameterType_Attribute,6004,Variable
SercosParameterType_ProcedureCommand,6005,Variable
SercosParameterType_Exponent,6006,Variable
SercosParameterType_DisplayMinValue,6007,Variable
SercosParameterType_DisplayMaxValue,6008,Variable
SercosParameterType_DisplayValue,6009,Variable
FunctionalGroupType,6012,ObjectType
SercosDeviceType_ParameterSet_ParameterIdentifier,6013,Variable
SercosDeviceType_MethodSet,6014,Object
SercosDeviceType_MethodSet_MethodIdentifier,6015,Method
SercosDeviceType_GroupIdentifier,6016,Object
SercosDeviceType_GroupIdentifier_UIElement,6017,Variable
SercosDeviceType_Identification,6018,Object
SercosDeviceType_Identification_UIElement,6019,Variable
SercosDeviceType_Lock,6020,Object
SercosDeviceType_Lock_Locked,6021,Variable
SercosDeviceType_Lock_LockingClient,6022,Variable
SercosDeviceType_Lock_LockingUser,6023,Variable
SercosDeviceType_Lock_RemainingLockTime,6024,Variable
SercosDeviceType_Lock_InitLock,6025,Method
SercosDeviceType_Lock_InitLock_InputArguments,6026,Variable
SercosDeviceType_Lock_InitLock_OutputArguments,6027,Variable
SercosDeviceType_Lock_RenewLock,6028,Method
SercosDeviceType_Lock_RenewLock_OutputArguments,6029,Variable
SercosDeviceType_Lock_ExitLock,6030,Method
SercosDeviceType_Lock_ExitLock_OutputArguments,6031,Variable
SercosDeviceType_Lock_BreakLock,6032,Method
SercosDeviceType_Lock_BreakLock_OutputArguments,6033,Variable
SercosDeviceType_SerialNumber,6034,Variable
SercosDeviceType_RevisionCounter,6035,Variable
SercosDeviceType_Manufacturer,6036,Variable
SercosDeviceType_Model,6037,Variable
SercosDeviceType_DeviceManual,6038,Variable
SercosDeviceType_DeviceRevision,6039,Variable
SercosDeviceType_SoftwareRevision,6040,Variable
SercosDeviceType_HardwareRevision,6041,Variable
SercosDeviceType_DeviceClass,6042,Variable
SercosDeviceType_DeviceHealth,6043,Variable
SercosDeviceType_DeviceTypeImage,6044,Object
SercosDeviceType_DeviceTypeImage_ImageIdentifier,6045,Variable
SercosDeviceType_Documentation,6046,Object
SercosDeviceType_Documentation_DocumentIdentifier,6047,Variable
SercosDeviceType_ProtocolSupport,6048,Object
SercosDeviceType_ProtocolSupport_ProtocolSupportIdentifier,6049,Variable
SercosDeviceType_ImageSet,6050,Object
SercosDeviceType_ImageSet_ImageIdentifier,6051,Variable
SercosDeviceType_CPIdentifier,6052,Object
SercosDeviceType_CPIdentifier_ParameterSet,6053,Object
SercosDeviceType_CPIdentifier_ParameterSet_ParameterIdentifier,6054,Variable
SercosDeviceType_CPIdentifier_MethodSet,6055,Object
SercosDeviceType_CPIdentifier_MethodSet_MethodIdentifier,6056,Method
SercosDeviceType_CPIdentifier_Identification,6057,Object
SercosDeviceType_CPIdentifier_Identification_UIElement,6058,Variable
SercosDeviceType_CPIdentifier_Lock,6059,Object
SercosDeviceType_CPIdentifier_Lock_Locked,6060,Variable
SercosDeviceType_CPIdentifier_Lock_LockingClient,6061,Variable
SercosDeviceType_CPIdentifier_Lock_LockingUser,6062,Variable
SercosDeviceType_CPIdentifier_Lock_RemainingLockTime,6063,Variable
SercosDeviceType_CPIdentifier_Lock_InitLock,6064,Method
SercosDeviceType_CPIdentifier_Lock_InitLock_InputArguments,6065,Variable
SercosDeviceType_CPIdentifier_Lock_InitLock_OutputArguments,6066,Variable
SercosDeviceType_CPIdentifier_Lock_RenewLock,6067,Method
SercosDeviceType_CPIdentifier_Lock_RenewLock_OutputArguments,6068,Variable
SercosDeviceType_CPIdentifier_Lock_ExitLock,6069,Method
SercosDeviceType_CPIdentifier_Lock_ExitLock_OutputArguments,6070,Variable
SercosDeviceType_CPIdentifier_Lock_BreakLock,6071,Method
SercosDeviceType_CPIdentifier_Lock_BreakLock_OutputArguments,6072,Variable
SercosDeviceType_CPIdentifier_NetworkAddress,6073,Object
SercosDeviceType_CPIdentifier_NetworkAddress_UIElement,6074,Variable
ProfileSet,6075,ObjectType
ProfileSet_SercosProfileIdentifier_Placeholder,6076,Object
ClassSet,6077,ObjectType
ClassSet_SercosClassIdentifier_Placeholder,6078,Object
FunctionGroupSet,6079,ObjectType
FunctionGroupSet_FunctionGroupIdentifier_Placeholder,6080,Object
SercosNamespaceMetadata,6081,Object
SercosNamespaceMetadata_NamespaceUri,6082,Variable
SercosNamespaceMetadata_NamespaceVersion,6083,Variable
SercosNamespaceMetadata_NamespacePublicationDate,6084,Variable
SercosNamespaceMetadata_IsNamespaceSubset,6085,Variable
SercosNamespaceMetadata_StaticNodeIdTypes,6086,Variable
SercosNamespaceMetadata_StaticNumericNodeIdRange,6087,Variable
SercosNamespaceMetadata_StaticStringNodeIdPattern,6088,Variable
SercosNamespaceMetadata_NamespaceFile,6089,Object
SercosNamespaceMetadata_NamespaceFile_Size,6090,Variable
SercosNamespaceMetadata_NamespaceFile_Writable,6091,Variable
SercosNamespaceMetadata_NamespaceFile_UserWritable,6092,Variable
SercosNamespaceMetadata_NamespaceFile_OpenCount,6093,Variable
SercosNamespaceMetadata_NamespaceFile_MimeType,6094,Variable
SercosNamespaceMetadata_NamespaceFile_Open,6095,Method
SercosNamespaceMetadata_NamespaceFile_Open_InputArguments,6096,Variable
SercosNamespaceMetadata_NamespaceFile_Open_OutputArguments,6097,Variable
SercosNamespaceMetadata_NamespaceFile_Close,6098,Method
SercosNamespaceMetadata_NamespaceFile_Close_InputArguments,6099,Variable
SercosNamespaceMetadata_NamespaceFile_Read,6100,Method
SercosNamespaceMetadata_NamespaceFile_Read_InputArguments,6101,Variable
SercosNamespaceMetadata_NamespaceFile_Read_OutputArguments,6102,Variable
SercosNamespaceMetadata_NamespaceFile_Write,6103,Method
SercosNamespaceMetadata_NamespaceFile_Write_InputArguments,6104,Variable
SercosNamespaceMetadata_NamespaceFile_GetPosition,6105,Method
SercosNamespaceMetadata_NamespaceFile_GetPosition_InputArguments,6106,Variable
SercosNamespaceMetadata_NamespaceFile_GetPosition_OutputArguments,6107,Variable
SercosNamespaceMetadata_NamespaceFile_SetPosition,6108,Method
SercosNamespaceMetadata_NamespaceFile_SetPosition_InputArguments,6109,Variable
SercosNamespaceMetadata_NamespaceFile_ExportNamespace,6110,Method
SercosNamespaceMetadata_DefaultRolePermissions,6111,Variable
SercosNamespaceMetadata_DefaultUserRolePermissions,6112,Variable
SercosNamespaceMetadata_DefaultAccessRestrictions,6113,Variable
SercosDeviceType_ManufacturerUri,15001,Variable
SercosDeviceType_ProductCode,15002,Variable
SercosDeviceType_ProductInstanceUri,15003,Variable
SercosDeviceType_AssetId,15004,Variable
SercosDeviceType_ComponentName,15005,Variable
SercosDeviceType_DeviceHealthAlarms,15006,Object
